Location_Name,County,Utilities,Type,Address,Latitude,Longitude,url,Languages,Clients
Daroji,,Public Transport,,", all",15.2266609,76.7011143,www.google.com,,
Daroji Bear Sanctuary,,,,", all",15.27025,76.606611,www.google.com,,
Dasarahalli,,Public Transport,,", all",13.0432607,77.5125535,www.google.com,,
Dattatreya Temple,,,Spiritual,"Spiritual, all",12.934386,77.565842,www.google.com,,
Davanagere,,Public Transport,,", all",14.4679807,75.9195682,www.google.com,,
DCB,,atm,,", all",12.97460263,77.6731914,www.google.com,,
DCB Bank,,atm,,", all",12.96556503,77.5844677,www.google.com,,
De Venetian,,Hotel,,", all",12.96455306,77.71648687,www.google.com,,
Deepak Petrol / Gas Station,,Fuel Station,,", all",12.9490189,74.8104162,www.google.com,,
Deepanjali Nagar,,Public Transport,,", all",12.9520578,77.5370122,www.google.com,,
Dena Bank,,atm,,", all",12.97742163,77.5698134,www.google.com,,
Dental Cures Clinic,,Hospital,,", all",13.0271183,77.57786563,www.google.com,,
Desur,,Public Transport,,", all",15.7528535,74.4985633,www.google.com,,
Deutsche Bank,,atm,,", all",12.91678513,77.60855,www.google.com,,
Deutsche Bank,,atm,,", all",12.93620903,77.6171253,www.google.com,,
Devanahalli,,Public Transport,,", all",13.2475421,77.7054075,www.google.com,,
Devangonthi,,Public Transport,,", all",12.9851478,77.8312945,www.google.com,,
Devanur,,Public Transport,,", all",13.4354386,76.0928931,www.google.com,,
Devaragudda,,Public Transport,,", all",14.6680815,75.5761486,www.google.com,,
Devarayana Durga,,,Hiking,"Hiking, all",13.374725,77.21303,www.google.com,,
Devarayanadurga State Forest,,,,", all",13.370718,77.177274,www.google.com,,
Devarayi,,Public Transport,,", all",15.4537123,74.5768179,www.google.com,,
Devarsugur Hanuman Temple,,,Spiritual,"Spiritual, all",16.37251,77.364848,www.google.com,,
Devaru Fuel Station Center,,Fuel Station,,", all",12.2985955,76.6262273,www.google.com,,
Devbagh Resort Pier,,,,", all",14.844697,74.119686,www.google.com,,
Devegowda Petrol Bunk,,Fuel Station,,", all",12.9221435,77.5599636,www.google.com,,
Devi Eye Hospital,,Hospital,,", all",12.94118773,77.6238894,www.google.com,,
DEVKAR FALLS,,,Waterfalls,"Waterfalls, all",14.880805,74.506692,www.google.com,,
Dhanalakshmi Bank,,atm,,", all",13.02923143,77.5787817,www.google.com,,
Dhanalakshmi Bank,,atm,,", all",12.91746063,77.6515807,www.google.com,,
Dhanalakshmi Bank,,atm,,", all",13.06946303,77.5562587,www.google.com,,
Dhanalakshmi Bank,,atm,,", all",12.93670733,77.6206344,www.google.com,,
Dhanalakshmi Bank ATM,,atm,,", all",12.91929293,77.5926382,www.google.com,,
DhanlaxmliBank,,atm,,", all",13.00674633,77.5788817,www.google.com,,
Dharma Peetha,,,,", all",13.870268,74.811133,www.google.com,,
Dharmasthala Welcome Gate,,,,", all",12.954574,75.38117,www.google.com,,
Diamond Petrol / Gas Station,,Fuel Station,,", all",12.9829727,77.5713648,www.google.com,,
District Court Road,,Fuel Station,,", all",17.3241392,76.8315191,www.google.com,,
Dodballapur,,Public Transport,,", all",13.2796882,77.5505054,www.google.com,,
Dodda Aalada Mara,,,,", all",12.90939,77.39578,www.google.com,,
Dodda Ganapathi Temple,,,Spiritual,"Spiritual, all",16.728735,75.059687,www.google.com,,
Dodda Ganeshana Gudi,,,,", all",12.942804,77.568243,www.google.com,,
Dodda Ganeshana Gudi,,,,", all",12.942804,77.568243,www.google.com,,
Doddabele,,Public Transport,,", all",13.2166956,77.3518686,www.google.com,,
Doddagaddavalli Lakshmi Devi Temple,,,Spiritual,"Spiritual, all",13.09589,76.003992,www.google.com,,
Doddakallasandra,,Public Transport,,", all",12.8846435,77.5527546,www.google.com,,
Doddamakali,,,Water_Activities,"Water_Activities, all",12.308397,77.215546,www.google.com,,
Doddamakali,,,Water_Activities,"Water_Activities, all",12.308397,77.215546,www.google.com,,
Doddmani Petroleum,,Fuel Station,,", all",15.3810674,75.1135487,www.google.com,,
Donigal,,Public Transport,,", all",12.904538,75.7348087,www.google.com,,
DONIMALAI (NAVALATTI) IRON ORE MINE,,,,", all",15.030945,76.637661,www.google.com,,
Dornahalli,,Public Transport,,", all",12.4330533,76.4248931,www.google.com,,
"Dr. B R Ambedkar Public Transport, Vidhana Soudha",,Public Transport,,", all",12.9787419,77.5916385,www.google.com,,
Dubare Elephant Camp,,,,", all",12.368502,75.904949,www.google.com,,
Dubare Ferry,,Public Transport,,", all",12.3712221,75.9050534,www.google.com,,
Dubare jetty,,Public Transport,,", all",12.3729736,75.9044454,www.google.com,,
Durga Temple,,,Spiritual,"Spiritual, all",16.020674,75.881946,www.google.com,,
East end service station,,Fuel Station,,", all",12.41772312,75.74422107,www.google.com,,
Emergency Casualty Block,,Hospital,,", all",14.45625893,75.91598371,www.google.com,,
Ermaayi Water Falls,,,Waterfalls,"Waterfalls, all",13.117554,75.385619,www.google.com,,
Eshwara Temple,,,Spiritual,"Spiritual, all",13.31102,76.245513,www.google.com,,
ESI Hospital,,Hospital,,", all",14.45228153,75.9277359,www.google.com,,
Essar,,Fuel Station,,", all",12.90163816,77.46901905,www.google.com,,
Essar,,Fuel Station,,", all",12.9859674,77.4779948,www.google.com,,
Essar,,Fuel Station,,", all",13.1593895,75.9279606,www.google.com,,
Essar Fuel Station,,Fuel Station,,", all",12.9088313,77.5858746,www.google.com,,
Essar Fuel Station Pump,,Fuel Station,,", all",13.2039927,77.2650833,www.google.com,,
Essar Fuel Stations,,Fuel Station,,", all",12.3093323,76.3169669,www.google.com,,
Essar Fuel Stations,,Fuel Station,,", all",12.3918197,76.6171063,www.google.com,,
Essar Fuel Stations,,Fuel Station,,", all",12.8031129,77.3976733,www.google.com,,
Essar Uni Gas,,Fuel Station,,", all",13.04216637,77.59208799,www.google.com,,
Essay Petroleum,,Fuel Station,,", all",13.06942,77.5624389,www.google.com,,
Esskay Totalgaz,,Fuel Station,,", all",12.98265375,77.70860095,www.google.com,,
Falls Forests,,,Waterfalls,"Waterfalls, all",16.19075,74.782348,www.google.com,,
Falls Hill Watch Point,,,Waterfalls,"Waterfalls, all",16.185867,74.79297,www.google.com,,
Federal Bank,,atm,,", all",12.97189963,77.6508166,www.google.com,,
Federal Bank,,atm,,", all",12.92452963,77.6094944,www.google.com,,
Federal Bank,,atm,,", all",12.97495833,77.5703152,www.google.com,,
Federal Bank,,atm,,", all",15.15311723,76.9339145,www.google.com,,
Federal Bank,,atm,,", all",12.97922753,77.6410231,www.google.com,,
Federal Bank,,atm,,", all",12.94040203,77.5766481,www.google.com,,
Federal Bank,,atm,,", all",12.98470483,77.6756194,www.google.com,,
Federal Bank,,atm,,", all",12.93046663,77.6183064,www.google.com,,
Federal Bank,,atm,,", all",12.97225973,77.6795798,www.google.com,,
Federal Bank,,atm,,", all",12.96812863,77.5360885,www.google.com,,
Federal Bank,,atm,,", all",12.92634643,77.6167941,www.google.com,,
Femiint Health,,Hospital,,", all",12.9589491,77.7467508,www.google.com,,
Foot Steps to Chamundi Hill,,,Hiking,"Hiking, all",12.284032,76.666367,www.google.com,,
Forest Area of Kadekal,,,,", all",13.823996,75.556782,www.google.com,,
Fort Bijapur,,,Heritage,"Heritage, all",16.826952,75.72329,www.google.com,,
Fortis La Femme Hospital,,Hospital,,", all",12.9657452,77.60971605,www.google.com,,
Fuel Station / rest stop,,Fuel Station,,", all",12.8250246,75.1754326,www.google.com,,
"Fuel Station Bunk, Brahmavara",,Fuel Station,,", all",13.4245233,74.7401444,www.google.com,,
Fuel Station Pump,,Fuel Station,,", all",16.8699446,77.3851507,www.google.com,,
Fuel Station Station,,Fuel Station,,", all",14.4670649,75.92316534,www.google.com,,
Fuel Station Station,,Fuel Station,,", all",13.5351528,75.3660915,www.google.com,,
Fuel Station Station,,Fuel Station,,", all",16.7488016,77.1331047,www.google.com,,
Fuel Station station,,Fuel Station,,", all",12.5585507,76.9805792,www.google.com,,
Fuel Station Station,,Fuel Station,,", all",14.7858739,75.9851884,www.google.com,,
Fuel Station station,,Fuel Station,,", all",14.7952524,75.991344,www.google.com,,
Fule station,,Fuel Station,,", all",14.8044809,76.1419791,www.google.com,,
Fun World,,,,", all",13.006486,77.591032,www.google.com,,
Gadag Junction,,Public Transport,,", all",15.4364738,75.6421607,www.google.com,,
Gaddige Kenddganeshwara Temple,,,Spiritual,"Spiritual, all",12.189866,76.373756,www.google.com,,
Gadiganuru,,Public Transport,,", all",15.2185465,76.5992329,www.google.com,,
Gagan Mahal,,,,", all",16.826924,75.718432,www.google.com,,
Gagnachukki Falls View Point,,,Waterfalls,"Waterfalls, all",12.295968,77.167593,www.google.com,,
GAIL,,Fuel Station,,", all",13.15465892,77.68515279,www.google.com,,
GAIL,,Fuel Station,,", all",12.99614023,77.51940817,www.google.com,,
Gail Gas,,Fuel Station,,", all",12.78598566,77.74260763,www.google.com,,
GAIL Gas,,Fuel Station,,", all",13.0104647,77.6810398,www.google.com,,
Gajanur Dam,,,Water_Activities,"Water_Activities, all",13.823406,75.523303,www.google.com,,
Gajanur Dam Back Water,,,Water_Activities,"Water_Activities, all",13.770579,75.484355,www.google.com,,
Galibore Fishing camp,,,,", all",12.282003,77.374432,www.google.com,,
Ganagapur Road,,Public Transport,,", all",17.3407458,76.5895026,www.google.com,,
Ganapathi Temple,,,Spiritual,"Spiritual, all",13.661073,75.304992,www.google.com,,
Ganesh Petrol Bunk,,Fuel Station,,", all",12.3128495,76.6474754,www.google.com,,
Gangadhareshwara temple,,,Spiritual,"Spiritual, all",13.166954,76.66322,www.google.com,,
Garudacharpalya,,Public Transport,,", all",12.9934505,77.7036768,www.google.com,,
Gaudgaon,,Public Transport,,", all",17.3365174,76.5313269,www.google.com,,
Gauribidanur,,Public Transport,,", all",13.6134495,77.5131354,www.google.com,,
Gavi Gangadhareshwara Temple,,,Spiritual,"Spiritual, all",12.948212,77.562999,www.google.com,,
Gayatri Jalashaya,,,,", all",13.79525,76.712006,www.google.com,,
GCS Sports Medicine and Multi-Specialty Hospital,,Hospital,,", all",12.27821555,76.6431897,www.google.com,,
Gejjala Mantapa,,,Spiritual,"Spiritual, all",15.339785,76.484896,www.google.com,,
Ghataprabha,,Public Transport,,", all",16.2409832,74.7599301,www.google.com,,
Ghataprabha River Estuary,,,Water_Activities,"Water_Activities, all",16.175169,74.806663,www.google.com,,
Ghati Subramanya,,,,", all",13.408529,77.528282,www.google.com,,
Ginigera,,Public Transport,,", all",15.3479803,76.2475769,www.google.com,,
Go Gas,,Fuel Station,,", all",12.9268447,77.6006906,www.google.com,,
Go Gas,,Fuel Station,,", all",13.0029365,77.5535783,www.google.com,,
Go Gas,,Fuel Station,,", all",12.9364637,77.5159062,www.google.com,,
Go Gas,,Fuel Station,,", all",12.7093786,77.2658291,www.google.com,,
Go Gas,,Fuel Station,,", all",12.9470533,77.5798514,www.google.com,,
Godachinmalki Water Falls,,,Waterfalls,"Waterfalls, all",16.122943,74.745045,www.google.com,,
Goddess Parvati Temple,,,Spiritual,"Spiritual, all",12.915257,75.125623,www.google.com,,
Gogas,,Fuel Station,,", all",12.9588104,77.5868782,www.google.com,,
Gogas Auto Gas,,Fuel Station,,", all",15.4214012,75.6074647,www.google.com,,
Gogas Auto Lpg,,Fuel Station,,", all",12.8965036,77.634968,www.google.com,,
Gokak Falls,,,Waterfalls,"Waterfalls, all",16.19208,74.778508,www.google.com,,
Gokak Falls Watch Point,,,Waterfalls,"Waterfalls, all",16.189987,74.78477,www.google.com,,
Gokak Road,,Public Transport,,", all",16.2053739,74.7390834,www.google.com,,
Gokarna Beach,,,Beaches,"Beaches, all",14.567844,74.306112,www.google.com,,
Gokarna Beach,,,Beaches,"Beaches, all",14.572912,74.304899,www.google.com,,
Gokarna Road,,Public Transport,,", all",14.5838472,74.3677286,www.google.com,,
Gokula Petrol / Gas Station,,Fuel Station,,", all",12.9979379,77.6706603,www.google.com,,
Gol Gumbaz,,,,", all",16.830262,75.736115,www.google.com,,
Gol Gumbaz,,,,", all",16.830262,75.736115,www.google.com,,
Gold Finch Boutique Hotel,,Hotel,,", all",12.8743155,74.84914073,www.google.com,,
Golden Temple,,,Spiritual,"Spiritual, all",12.430552,75.966735,www.google.com,,
Gollahalli,,Public Transport,,", all",13.1458556,77.4173425,www.google.com,,
Gopal Swamy Temple,,,Spiritual,"Spiritual, all",11.72082,76.580881,www.google.com,,
Gopalaswamy Hills Check Post,,,Hiking,"Hiking, all",11.725182,76.599352,www.google.com,,
Gopalswami Betta,,,Hiking,"Hiking, all",11.724167,76.58,www.google.com,,
Gopalswami Hills,,,Hiking,"Hiking, all",11.72409,76.589277,www.google.com,,
Goraguntepalya,,Public Transport,,", all",13.0284078,77.5408961,www.google.com,,
Goravanahalli Lakshmi Temple,,,Spiritual,"Spiritual, all",13.472202,77.282849,www.google.com,,
Goretti Hospital,,Hospital,,", all",13.38828596,74.73729807,www.google.com,,
Gorur Dam,,,Water_Activities,"Water_Activities, all",12.821958,76.054512,www.google.com,,
Gosai Ghatt,,,,", all",12.404429,76.711646,www.google.com,,
Gottamgotta,,,,", all",17.546696,77.475933,www.google.com,,
Gottihalli,,Public Transport,,", all",13.2347559,78.1425591,www.google.com,,
Government,,atm,,", all",12.92999673,77.6765388,www.google.com,,
Government Bus Public Transport,,Public Transport,,", all",14.1691474,75.0208969,www.google.com,,
Government Hospital,,Hospital,,", all",12.95750768,76.14213531,www.google.com,,
Government Hospital,,Hospital,,", all",16.23612022,74.60292334,www.google.com,,
Government Hospital,,Hospital,,", all",13.33985019,77.09839231,www.google.com,,
Government Hospital,,Hospital,,", all",15.66880115,76.10901805,www.google.com,,
Government Hospital,,Hospital,,", all",13.4702313,74.7548352,www.google.com,,
Government Hospital Kolkunda,,Hospital,,", all",16.98401447,77.32594193,www.google.com,,
Government Hospital Sakaleshapura,,Hospital,,", all",12.9411183,75.7847,www.google.com,,
"Government Hospital, K.R. Puram",,Hospital,,", all",13.00910119,77.69253191,www.google.com,,
"Government Hospital, Mosale Hosalli",,Hospital,,", all",12.89456887,76.16068282,www.google.com,,
Government Museum,,,Heritage,"Heritage, all",12.886905,74.84859,www.google.com,,
Government Museum Bangalore,,,Heritage,"Heritage, all",12.974702,77.595864,www.google.com,,
Government Museum Bangalore,,,Heritage,"Heritage, all",12.974702,77.595864,www.google.com,,
Government Primary Health Centre,,Hospital,,", all",13.09715437,77.64766643,www.google.com,,
Govindanahalli Lake,,,Water_Activities,"Water_Activities, all",12.773479,76.393752,www.google.com,,
Greater Talacauvery National Park,,,National_Park,"National_Park, all",12.429043,75.469352,www.google.com,,
Group of Monuments at Hampi,,,,", all",15.3375,76.475,www.google.com,,
GRS Fantasy Park,,,Parks,"Parks, all",12.353071,76.634477,www.google.com,,
Gubbi,,Public Transport,,", all",13.3214083,76.9387568,www.google.com,,
Gudageri,,Public Transport,,", all",15.1245973,75.3595529,www.google.com,,
Gudavi,,,,", all",14.439722,75.0125,www.google.com,,
"Gulbarga Fort, Halbarga",,,Heritage,"Heritage, all",17.341437,76.831012,www.google.com,,
Guledgudda Road,,Public Transport,,", all",16.0673054,75.694556,www.google.com,,
Gumbaz,,,,", all",12.410071,76.713951,www.google.com,,
Gunda Road,,Public Transport,,", all",15.1641767,76.3825561,www.google.com,,
Gunja Narasimha Swamy Temple,,,Spiritual,"Spiritual, all",12.214915,76.909121,www.google.com,,
Gunji,,Public Transport,,", all",15.5437511,74.4803525,www.google.com,,
Gunsheela Hospital,,Hospital,,", all",12.94023785,77.57644462,www.google.com,,
Gupta,,Fuel Station,,", all",14.6114257,75.6381221,www.google.com,,
Gurudwara Sri Nanak Jhira Sahib,,,,", all",17.927989,77.507657,www.google.com,,
Haasanamba Temple,,,Spiritual,"Spiritual, all",13.002778,76.094907,www.google.com,,
Habhanghatta,,Public Transport,,", all",13.2270123,76.2499898,www.google.com,,
Haddinagundu,,Public Transport,,", all",15.1529042,76.9827935,www.google.com,,
Haft Gumbad,,,,", all",17.341865,76.845609,www.google.com,,
Hagari,,Public Transport,,", all",15.1510967,77.0552612,www.google.com,,
Hagari Bommanahalli,,Public Transport,,", all",15.0499967,76.2087101,www.google.com,,
Haigunda,,,,", all",14.240668,74.565368,www.google.com,,
Halasuru,,Public Transport,,", all",12.9764992,77.626686,www.google.com,,
Halbarga,,Public Transport,,", all",17.9748757,77.3405192,www.google.com,,
Halebeedu - Kedareshwara Temple,,,Spiritual,"Spiritual, all",13.209176,75.998768,www.google.com,,
Halebeedu Basadi Digambar Jain Temples,,,Spiritual,"Spiritual, all",13.208674,75.995078,www.google.com,,
Half Moon Beach,,,Beaches,"Beaches, all",14.518673,74.330789,www.google.com,,
Haliyal Fort,,,Heritage,"Heritage, all",15.334422,74.754069,www.google.com,,
Hallikhed,,Public Transport,,", all",17.8482455,77.2772066,www.google.com,,
Hallikhed K.,,Public Transport,,", all",17.6711467,77.0686483,www.google.com,,
Halu Rameshwara Temple,,,Spiritual,"Spiritual, all",13.8779,76.29045,www.google.com,,
Hampapura,,Public Transport,,", all",12.4844992,76.3969627,www.google.com,,
Hanakere,,Public Transport,,", all",12.5655888,76.9810211,www.google.com,,
Hanging Bridge,,,,", all",16.191911,74.776965,www.google.com,,
Hanji Cancer Hospital,,Hospital,,", all",15.83561045,74.50326185,www.google.com,,
"Hanuman Gundi Falls, entry point & ticket counter",,,Waterfalls,"Waterfalls, all",13.269504,75.155384,www.google.com,,
Hanuman Hotel,,Hotel,,", all",15.87973734,74.51579286,www.google.com,,
Hanumana Gundi falls parking area.,,,Parks,"Parks, all",13.269332,75.155075,www.google.com,,
Haranahalli Lake,,,Water_Activities,"Water_Activities, all",13.239534,76.220391,www.google.com,,
Haranahalli Temple,,,Spiritual,"Spiritual, all",13.246911,76.223767,www.google.com,,
Harangi Dam,,,Water_Activities,"Water_Activities, all",12.492638,75.908745,www.google.com,,
Harapanahalli,,Public Transport,,", all",14.7737676,75.9852467,www.google.com,,
Hare Krishna Petrol / Gas Station,,Fuel Station,,", all",12.3067017,76.6890816,www.google.com,,
Harebetta,,Public Transport,,", all",12.8232355,75.6221619,www.google.com,,
Harihar,,Public Transport,,", all",14.5153541,75.8110476,www.google.com,,
Haripriya Hotel,,Hotel,,", all",12.52694785,76.88353993,www.google.com,,
Harsha International Hotel,,Hotel,,", all",15.34876663,76.17995201,www.google.com,,
Harwada,,Public Transport,,", all",14.7403901,74.2593983,www.google.com,,
Hassan,,,,", all",13.006814,76.099552,www.google.com,,
Hassan Bus Public Transport,,Public Transport,,", all",12.9979458,76.1041171,www.google.com,,
Hassan Junction,,Public Transport,,", all",13.0033872,76.1173868,www.google.com,,
Haveri,,Public Transport,,", all",14.7947529,75.4111439,www.google.com,,
Hazara Rama Temple,,,Spiritual,"Spiritual, all",15.317793,76.46869,www.google.com,,
HCG Cancer Hospital,,Hospital,,", all",12.9603157,77.5930493,www.google.com,,
HCG Tower 1,,Hospital,,", all",12.96433076,77.58976246,www.google.com,,
HCG Tower 2,,Hospital,,", all",12.9640973,77.58973583,www.google.com,,
HCG Tower 3,,Hospital,,", all",12.96390715,77.5896719,www.google.com,,
HCG Tower 4,,Hospital,,", all",12.9635935,77.58959014,www.google.com,,
HCG Tower 5,,Hospital,,", all",12.96325569,77.5895651,www.google.com,,
HDFC,,atm,,", all",13.06950873,77.5561726,www.google.com,,
HDFC,,atm,,", all",12.92565493,77.5499116,www.google.com,,
HDFC,,atm,,", all",12.84495503,77.6656526,www.google.com,,
HDFC,,atm,,", all",13.05646263,77.5068874,www.google.com,,
HDFC,,atm,,", all",13.02190843,77.6577437,www.google.com,,
HDFC,,atm,,", all",13.02745513,77.5716885,www.google.com,,
HDFC,,atm,,", all",13.00395183,77.6573921,www.google.com,,
HDFC,,atm,,", all",12.94269293,77.6026966,www.google.com,,
HDFC,,atm,,", all",14.54957693,74.3247508,www.google.com,,
HDFC,,atm,,", all",13.01971523,77.6734719,www.google.com,,
HDFC,,atm,,", all",12.96927423,77.7355237,www.google.com,,
HDFC,,atm,,", all",13.05925833,77.5458048,www.google.com,,
HDFC,,atm,,", all",13.01145573,76.106171,www.google.com,,
HDFC ATM,,atm,,", all",12.97983053,77.7271038,www.google.com,,
HDFC ATM,,atm,,", all",12.93656313,77.567363,www.google.com,,
HDFC ATM,,atm,,", all",12.97620223,77.5292815,www.google.com,,
HDFC ATM,,atm,,", all",13.01544243,77.5336289,www.google.com,,
HDFC ATM,,atm,,", all",12.30848203,76.293168,www.google.com,,
HDFC ATM,,atm,,", all",12.96914923,77.6936356,www.google.com,,
HDFC ATM,,atm,,", all",13.09965303,77.5761409,www.google.com,,
HDFC Bank,,atm,,", all",12.99237653,77.7129548,www.google.com,,
HDFC Bank,,atm,,", all",12.91138823,77.5747186,www.google.com,,
HDFC Bank,,atm,,", all",12.90842593,77.5639762,www.google.com,,
HDFC Bank,,atm,,", all",12.92511543,77.6817088,www.google.com,,
HDFC Bank,,atm,,", all",12.93736183,77.6244338,www.google.com,,
HDFC Bank,,atm,,", all",12.99720633,77.5402705,www.google.com,,
HDFC Bank,,atm,,", all",13.00756923,77.5484459,www.google.com,,
HDFC Bank,,atm,,", all",13.03429693,77.5759809,www.google.com,,
HDFC Bank,,atm,,", all",12.92435973,77.6094434,www.google.com,,
HDFC Bank,,atm,,", all",12.93193103,77.5640576,www.google.com,,
HDFC Bank,,atm,,", all",12.94345203,77.6178697,www.google.com,,
HDFC Bank,,atm,,", all",12.96047133,77.5652214,www.google.com,,
HDFC Bank,,atm,,", all",12.93984113,77.553976,www.google.com,,
HDFC Bank,,atm,,", all",12.94392513,77.5643566,www.google.com,,
HDFC Bank,,atm,,", all",12.94026373,77.5577692,www.google.com,,
HDFC Bank,,atm,,", all",12.97257773,77.5702074,www.google.com,,
HDFC Bank,,atm,,", all",12.96850253,77.537261,www.google.com,,
HDFC Bank,,atm,,", all",12.97315763,77.5413648,www.google.com,,
HDFC Bank,,atm,,", all",12.90287503,77.6242515,www.google.com,,
HDFC Bank,,atm,,", all",12.99404113,77.6605513,www.google.com,,
HDFC Bank,,atm,,", all",13.02578833,77.5808222,www.google.com,,
HDFC Bank,,atm,,", all",12.92550113,77.5499538,www.google.com,,
HDFC Bank,,atm,,", all",12.33806543,76.6123816,www.google.com,,
HDFC Bank,,atm,,", all",12.88755013,77.5706995,www.google.com,,
HDFC Bank,,atm,,", all",12.89531703,77.5816317,www.google.com,,
HDFC Bank,,atm,,", all",12.89214093,77.5721791,www.google.com,,
HDFC Bank,,atm,,", all",12.90976443,77.6491755,www.google.com,,
HDFC Bank,,atm,,", all",12.93473833,77.6298155,www.google.com,,
HDFC Bank,,atm,,", all",12.93480943,77.5556281,www.google.com,,
HDFC Bank,,atm,,", all",13.06015133,77.5586148,www.google.com,,
HDFC Bank,,atm,,", all",12.89852713,77.6448289,www.google.com,,
HDFC Bank,,atm,,", all",12.90518943,77.6396903,www.google.com,,
HDFC Bank,,atm,,", all",12.90347413,77.6255722,www.google.com,,
HDFC Bank,,atm,,", all",12.91475483,77.6844059,www.google.com,,
HDFC Bank,,atm,,", all",12.93501603,77.6947265,www.google.com,,
HDFC Bank,,atm,,", all",17.15710353,77.2875789,www.google.com,,
HDFC Bank,,atm,,", all",12.90629933,77.627329,www.google.com,,
HDFC Bank,,atm,,", all",12.97202713,77.5283808,www.google.com,,
HDFC Bank,,atm,,", all",12.88223833,75.0289043,www.google.com,,
HDFC Bank,,atm,,", all",12.97083253,77.5267854,www.google.com,,
HDFC Bank,,atm,,", all",12.89293203,77.6117539,www.google.com,,
HDFC Bank,,atm,,", all",12.99201263,77.7176777,www.google.com,,
HDFC Bank,,atm,,", all",12.89127343,77.5941509,www.google.com,,
HDFC Bank,,atm,,", all",13.02086403,77.7652203,www.google.com,,
HDFC Bank,,atm,,", all",13.01796733,77.6538152,www.google.com,,
HDFC BANK,,atm,,", all",17.76981273,77.1305399,www.google.com,,
HDFC Bank,,atm,,", all",12.91664723,77.5972012,www.google.com,,
HDFC Bank,,atm,,", all",12.91995983,77.6513855,www.google.com,,
HDFC Bank,,atm,,", all",12.92150343,77.5950833,www.google.com,,
HDFC Bank,,atm,,", all",15.08282143,76.5440558,www.google.com,,
HDFC Bank,,atm,,", all",12.91598743,77.6515544,www.google.com,,
HDFC Bank,,atm,,", all",12.91803963,77.631926,www.google.com,,
HDFC Bank,,atm,,", all",13.02340563,77.6296912,www.google.com,,
HDFC Bank,,atm,,", all",12.99529693,77.6144743,www.google.com,,
HDFC Bank,,atm,,", all",12.87337733,74.8515406,www.google.com,,
HDFC Bank,,atm,,", all",12.87106613,74.8554993,www.google.com,,
HDFC Bank,,atm,,", all",12.84984023,74.8485641,www.google.com,,
HDFC BANK,,atm,,", all",17.33120073,76.8356549,www.google.com,,
HDFC Bank,,atm,,", all",12.90926283,77.5816868,www.google.com,,
HDFC Bank,,atm,,", all",13.00868583,77.5434159,www.google.com,,
HDFC Bank,,atm,,", all",12.99232013,77.660059,www.google.com,,
HDFC Bank,,atm,,", all",12.95949653,77.6569671,www.google.com,,
HDFC Bank,,atm,,", all",12.96006673,77.6450929,www.google.com,,
HDFC Bank,,atm,,", all",14.45471743,75.9124997,www.google.com,,
HDFC Bank,,atm,,", all",12.99753863,77.6552048,www.google.com,,
HDFC Bank,,atm,,", all",13.00141363,77.628881,www.google.com,,
HDFC Bank,,atm,,", all",12.99807303,77.6282625,www.google.com,,
HDFC Bank,,atm,,", all",12.86999633,74.8405689,www.google.com,,
HDFC Bank,,atm,,", all",12.95949503,77.7029392,www.google.com,,
HDFC Bank,,atm,,", all",12.95059113,77.7067288,www.google.com,,
HDFC Bank,,atm,,", all",13.00500343,77.6233355,www.google.com,,
HDFC Bank,,atm,,", all",12.88503983,77.5703422,www.google.com,,
HDFC Bank,,atm,,", all",13.01444253,77.5429328,www.google.com,,
HDFC Bank,,atm,,", all",12.99627553,77.5733477,www.google.com,,
HDFC Bank,,atm,,", all",12.94370193,77.5947656,www.google.com,,
HDFC Bank,,atm,,", all",13.00185863,77.5988817,www.google.com,,
HDFC Bank,,atm,,", all",12.99790843,77.5521686,www.google.com,,
HDFC Bank,,atm,,", all",12.97373193,77.6467726,www.google.com,,
HDFC Bank,,atm,,", all",13.00811043,77.5490585,www.google.com,,
HDFC Bank,,atm,,", all",13.05586603,77.6326224,www.google.com,,
HDFC Bank,,atm,,", all",12.94954193,77.5798273,www.google.com,,
HDFC Bank,,atm,,", all",12.95863213,77.5263261,www.google.com,,
HDFC Bank,,atm,,", all",12.95341023,77.6528653,www.google.com,,
HDFC Bank,,atm,,", all",12.98985163,77.5551738,www.google.com,,
HDFC Bank,,atm,,", all",12.84876133,77.6724791,www.google.com,,
HDFC Bank,,atm,,", all",12.93496653,77.5367068,www.google.com,,
HDFC Bank,,atm,,", all",12.97221883,77.680745,www.google.com,,
HDFC Bank,,atm,,", all",12.95824503,77.5336169,www.google.com,,
HDFC Bank,,atm,,", all",15.37325383,75.117945,www.google.com,,
HDFC Bank,,atm,,", all",13.93005403,75.5771,www.google.com,,
HDFC Bank,,atm,,", all",12.91339503,77.604436,www.google.com,,
HDFC Bank,,atm,,", all",12.98345873,77.6073655,www.google.com,,
HDFC Bank,,atm,,", all",12.93629223,77.705201,www.google.com,,
HDFC Bank,,atm,,", all",12.96865313,77.5749775,www.google.com,,
HDFC Bank,,atm,,", all",12.99404213,77.7019634,www.google.com,,
HDFC Bank,,atm,,", all",12.94202323,77.6230093,www.google.com,,
HDFC Bank,,atm,,", all",12.91301173,77.6985509,www.google.com,,
HDFC Bank,,atm,,", all",12.91301163,77.6985508,www.google.com,,
HDFC Bank,,atm,,", all",12.98240833,77.7218005,www.google.com,,
HDFC Bank ATM,,atm,,", all",12.93567003,77.6152337,www.google.com,,
